Dataset,title,description,publisher,contact_name,contact_email,identifier,distribution,publication_date,example_resource,SPARQL_endpoint,access_URL,modification_date,creator,contributor,landing_page
https://agriculture.ld.admin.ch/foag/cube/Eggs/Production_Price_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_Eggs_Production__Price_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/Eggs/Production_Quantity_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_Eggs_Production__Quantity_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/Eggs/WholesaleProcessing_Quantity_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_Eggs_WholesaleProcessing__Quantity_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/Consumption_Price_Month,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_Consumption__Price_Month,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/Consumption_Price_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_Consumption__Price_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/Production_Index_Month,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_Production__Index_Month,NONE,2024-08-21,NONE,NONE,NONE,2024-08-20T01:47:59.375Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/Production_Index_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_Production__Index_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/Production_Price_Month,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_Production__Price_Month,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/Production_Price_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_Production__Price_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/Production_Quantity_Month,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_Production__Quantity_Month,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/Production_Quantity_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_Production__Quantity_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T01:52:10.011Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/WholesaleProcessing_Index_Month,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_WholesaleProcessing__Index_Month,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T13:16:39.992Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/WholesaleProcessing_Index_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_WholesaleProcessing__Index_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T13:16:39.992Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/WholesaleProcessing_Price_Month,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_WholesaleProcessing__Price_Month,NONE,2024-08-21,NONE,NONE,NONE,2024-08-16T01:44:44.797Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/foag/cube/MilkDairyProducts/WholesaleProcessing_Price_Year,4,4,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,"Bundesamt für Landwirtschaft, Fachbereich Marktanalysen",mailto:marktanalysen@blw.admin.ch,F_MilkDairyProducts_WholesaleProcessing__Price_Year,NONE,2024-08-21,NONE,NONE,NONE,2024-08-06T13:16:39.992Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-landwirtschaft-blw,https://www.agrarmarktdaten.ch
https://agriculture.ld.admin.ch/fsvo/animal-disease/dataset,4,4,NONE,NONE,NONE,animal-disease,NONE,2021-04-05,NONE,NONE,NONE,NONE,NONE,https://ld.admin.ch/org/zazuko,NONE
https://communication.ld.admin.ch/ofcom/licensed_tv_minutes_regional_information/3,4,4,Publicom AG,Fachabteilung M,m@bakom.admin.ch,licensed_tv_minutes_regional_information,NONE,2024-05-07,NONE,https://communication.ld.admin.ch/query,https://communication.ld.admin.ch/sparql,2024-07-11T07:41:59.593Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-kommunikation-bakom,NONE,https://www.bakom.admin.ch/bakom/de/home/elektronische-medien/studien/programmanalysen-regional-tv.html
https://communication.ld.admin.ch/ofcom/licensed_tv_programme_structure/6,4,4,Publicom AG,Fachabteilung M,m@bakom.admin.ch,licensed_tv_programme_structure,NONE,2024-05-03,NONE,https://communication.ld.admin.ch/query,https://communication.ld.admin.ch/sparql,2024-07-11T07:22:56.034Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-kommunikation-bakom,NONE,https://www.bakom.admin.ch/bakom/de/home/elektronische-medien/studien/programmanalysen-regional-tv.html
https://communication.ld.admin.ch/ofcom/licensed_tv_reach/4,4,4,Mediapulse,Fachabteilung M,m@bakom.admin.ch,licensed_tv_reach,NONE,2024-05-07,NONE,https://communication.ld.admin.ch/query,https://communication.ld.admin.ch/sparql,2024-07-11T08:25:52.799Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-kommunikation-bakom,NONE,https://www.mediapulse.ch/produkte/tv-data/
https://communication.ld.admin.ch/ofcom/licensed_tv_topic_structure/4,4,4,Publicom AG,Fachabteilung M,m@bakom.admin.ch,licensed_tv_topic_structure,NONE,2024-05-07,NONE,https://communication.ld.admin.ch/query,https://communication.ld.admin.ch/sparql,2024-07-11T07:34:47.381Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-kommunikation-bakom,NONE,https://www.bakom.admin.ch/bakom/de/home/elektronische-medien/studien/programmanalysen-regional-tv.html
https://communication.ld.admin.ch/ofcom/radio_overview/2,4,4,"BAKOM (2015-2022), basierend auf Angaben aus Meldeformularen",Fachabteilung M,m@bakom.admin.ch,radio_overview,NONE,2024-04-18,NONE,https://communication.ld.admin.ch/query,https://communication.ld.admin.ch/sparql,2024-07-05T09:06:13.108Z,NONE,NONE,https://rtvdb.ofcomnet.ch/de
https://culture.ld.admin.ch/.well-known/dataset/ais,0,0,NONE,Ufficio federale di statistica,webgis@swisstopo.ch,NONE,NONE,NONE,https://culture.ld.admin.ch/ais/1,https://culture.ld.admin.ch/query/,https://culture.ld.admin.ch/sparql/,2024-03-05T10:42:44.380Z,NONE,https://register.ld.admin.ch/zefix/company/1198554,https://www.recherche.bar.admin.ch
https://culture.ld.admin.ch/sfa/StateAccounts_Category/8,4,4,Schweizerisches Bundesarchiv BAR,Schweizerisches Bundesarchiv BAR,bundesarchiv@bar.admin.ch,StateAccounts_Category,NONE,2016-06-14,NONE,https://culture.ld.admin.ch/query,https://culture.ld.admin.ch/sparql,2024-04-11T08:29:44.028Z,https://register.ld.admin.ch/opendataswiss/org/schweizerisches-bundesarchiv-bar,NONE,https://www.bar.admin.ch/bar/de/home/recherche/suchen/suchmaschinen-portale/amtsdruckschriften.html
https://culture.ld.admin.ch/sfa/StateAccounts_Domain/11,4,4,Schweizerisches Bundesarchiv BAR,Schweizerisches Bundesarchiv BAR,bundesarchiv@bar.admin.ch,StateAccounts_Domain,NONE,2016-06-14,NONE,https://culture.ld.admin.ch/query,https://culture.ld.admin.ch/sparql,2024-04-11T08:29:17.455Z,https://register.ld.admin.ch/opendataswiss/org/schweizerisches-bundesarchiv-bar,NONE,https://www.bar.admin.ch/bar/de/home/recherche/suchen/suchmaschinen-portale/amtsdruckschriften.html
https://culture.ld.admin.ch/sfa/StateAccounts_Function/7,4,4,Schweizerisches Bundesarchiv BAR,Schweizerisches Bundesarchiv BAR,bundesarchiv@bar.admin.ch,StateAccounts_Function,NONE,2016-06-14,NONE,https://culture.ld.admin.ch/query,https://culture.ld.admin.ch/sparql,2024-04-11T08:29:47.520Z,https://register.ld.admin.ch/opendataswiss/org/schweizerisches-bundesarchiv-bar,NONE,https://www.bar.admin.ch/bar/de/home/recherche/suchen/suchmaschinen-portale/amtsdruckschriften.html
https://culture.ld.admin.ch/sfa/StateAccounts_Office/8,4,4,Schweizerisches Bundesarchiv BAR,Schweizerisches Bundesarchiv BAR,bundesarchiv@bar.admin.ch,StateAccounts_Office,NONE,2016-06-14,NONE,https://culture.ld.admin.ch/query,https://culture.ld.admin.ch/sparql,2024-04-11T08:29:15.677Z,https://register.ld.admin.ch/opendataswiss/org/schweizerisches-bundesarchiv-bar,NONE,https://www.bar.admin.ch/bar/de/home/recherche/suchen/suchmaschinen-portale/amtsdruckschriften.html
https://culture.ld.admin.ch/sfa/stapfer-enquete-1799/3,4,4, Schweizerisches Bundesarchiv, Schweizerisches Bundesarchiv,bundesarchiv@bar.admin.ch,stapfer-enquete-1799,NONE,2016-06-30,NONE,https://culture.ld.admin.ch/query,https://culture.ld.admin.ch/sparql,2024-04-11T09:56:34.913Z,https://register.ld.admin.ch/opendataswiss/org/schweizerisches-bundesarchiv-bar,NONE, http://www.stapferenquete.ch/
https://energy.ld.admin.ch/elcom/electricityprice,4,4,Eidgenössische Elektrizitätskommission ElCom,ElCom,example@elcom.admin.ch,electricityprice@elcom,NONE,2021-01-01T15:13:53.346+02:00,NONE,NONE,NONE,2024-08-20T18:27:51.125Z,https://register.ld.admin.ch/opendataswiss/org/elcom,https://energy.ld.admin.ch/elcom/org/zazuko,https://www.strompreis.elcom.admin.ch/
https://energy.ld.admin.ch/elcom/electricityprice-canton,4,4,Eidgenössische Elektrizitätskommission ElCom,ElCom,example@elcom.admin.ch,electricityprice-canton@elcom,NONE,2021-01-01T15:13:53.346+02:00,NONE,NONE,NONE,2024-08-20T18:27:51.140Z,https://register.ld.admin.ch/opendataswiss/org/elcom,https://energy.ld.admin.ch/elcom/org/zazuko,https://www.strompreis.elcom.admin.ch/
https://energy.ld.admin.ch/elcom/electricityprice-swiss,4,4,Eidgenössische Elektrizitätskommission ElCom,ElCom,example@elcom.admin.ch,electricityprice-swiss@elcom,NONE,2021-01-01T15:13:53.346+02:00,NONE,NONE,NONE,2024-08-20T18:27:51.144Z,https://register.ld.admin.ch/opendataswiss/org/elcom,https://energy.ld.admin.ch/elcom/org/zazuko,https://www.strompreis.elcom.admin.ch/
https://energy.ld.admin.ch/sfoe/bfe_ogd100_kennzahlensharedmobility/2,1,1,Bundesamt für Energie BFE,Dienst Geoinformation,geoinformation@bfe.admin.ch,bfe_ogd100_kennzahlensharedmobility,NONE,2023-02-08,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2024-04-16T13:23:46.894Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,NONE
https://energy.ld.admin.ch/sfoe/bfe_ogd10_energieforschungsstatistik_ch/6,2,2,NONE,OGD Fachstelle,ogd@bfe.admin.ch,bfe_ogd10_energieforschungsstatistik_ch,NONE,2021-12-07,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2024-03-11T10:30:28.362Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,http://www.bfe.admin.ch/ogd10
https://energy.ld.admin.ch/sfoe/bfe_ogd10_energieforschungsstatistik_iea/6,2,2,NONE,OGD Fachstelle,ogd@bfe.admin.ch,bfe_ogd10_energieforschungsstatistik_iea,NONE,2021-12-07,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2024-03-11T10:57:35.630Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,http://www.bfe.admin.ch/ogd10
https://energy.ld.admin.ch/sfoe/bfe_ogd115_gest_bilanz/6,4,4,Bundesamt für Energie BFE, Bundesamt für Energie BFE,ogd@bfe.admin.ch,bfe_ogd115_gest_bilanz,NONE,2023-05-31,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2023-07-05T11:29:36.808Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/energiestatistiken/gesamtenergiestatistik.html
https://energy.ld.admin.ch/sfoe/bfe_ogd18_gebaeudeprogramm_anzahl_gesuche/15,5,2,NONE,OGD Fachstelle,ogd@bfe.admin.ch,bfe_ogd18_gebaeudeprogramm_anzahl_gesuche,NONE,2023-09-12,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2023-09-18T10:30:13.187Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,https://www.dasgebaeudeprogramm.ch/
https://energy.ld.admin.ch/sfoe/bfe_ogd18_gebaeudeprogramm_auszahlungen/8,5,2,NONE,OGD Fachstelle,ogd@bfe.admin.ch,bfe_ogd18_gebaeudeprogramm_auszahlungen,NONE,2023-09-12,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2023-09-18T10:31:13.791Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,https://www.dasgebaeudeprogramm.ch/
https://energy.ld.admin.ch/sfoe/bfe_ogd18_gebaeudeprogramm_co2wirkung/4,5,2,NONE,OGD Fachstelle,ogd@bfe.admin.ch,bfe_ogd18_gebaeudeprogramm_co2wirkung,NONE,2023-09-12,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2023-09-15T04:42:06.003Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,https://www.dasgebaeudeprogramm.ch/
https://energy.ld.admin.ch/sfoe/bfe_ogd18_gebaeudeprogramm_energiewirkung/6,5,2,NONE,OGD Fachstelle,ogd@bfe.admin.ch,bfe_ogd18_gebaeudeprogramm_energiewirkung,NONE,2023-09-12,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2023-10-12T12:18:45.718Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,https://www.dasgebaeudeprogramm.ch/
https://energy.ld.admin.ch/sfoe/bfe_ogd56_energieperspektiven2050/4,2,2,Bundesamt für Energie BFE,Bundesamt für Energie BFE,ogd@bfe.admin.ch,bfe_ogd56_energieperspektiven2050,NONE,2021-12-23,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2022-04-08T07:05:37.606Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,http://www.bfe.admin.ch/ogd56
https://energy.ld.admin.ch/sfoe/bfe_ogd56_energieperspektiven2050/5,2,2,Bundesamt für Energie BFE,Bundesamt für Energie BFE,ogd@bfe.admin.ch,bfe_ogd56_energieperspektiven2050,NONE,2021-12-23,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2022-10-03T06:42:39.320Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,http://www.bfe.admin.ch/ogd56
https://energy.ld.admin.ch/sfoe/bfe_ogd84_einmalverguetung_fuer_photovoltaikanlagen/10,2,2,Pronovo AG,Bundesamt für Energie BFE,ogd@bfe.admin.ch,bfe_ogd84_einmalverguetung_fuer_photovoltaikanlagen,NONE,2022-02-23,NONE,https://energy.ld.admin.ch/query,https://energy.ld.admin.ch/sparql,2024-07-29T07:15:24.283Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-energie-bfe,NONE,https://www.bfe.admin.ch/eiv
https://environment.ld.admin.ch/.well-known/void/dataset/hydro,4,4,NONE,NONE,NONE,NONE,NONE,2023-05-30,NONE,https://politics.ld.admin.ch/query/,NONE,2024-08-21T13:53:24.590+00:00,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-umwelt-bafu,https://register.ld.admin.ch/zefix/company/1198554,NONE
https://environment.ld.admin.ch/foen/BFS_cofog_national/3,4,4,Federal Statistical Office FSO,FSO - Section National Accounts,info.vgr-cn@bfs.admin.ch,BFS_cofog_national,NONE,2023-03-30,NONE,https://environment.ld.admin.ch/query,https://environment.ld.admin.ch/sparql,2024-05-07T07:20:53.799Z,https://register.ld.admin.ch/opendataswiss/org/bundesamt-fur-statistik-bfs,NONE,https://www.bfs.admin.ch/asset/de/je-d-04.02.04.03
